0.591667 0 0
0.6 1.93839e+17 7.49898e+20
0.608333 3.05958e+17 1.35253e+21
0.616667 2.40827e+17 1.63657e+21
0.625 6.62698e+16 1.71708e+21
0.633333 -1.7073e+17 1.67294e+21
0.641667 -4.38042e+17 1.55746e+21
0.65 -7.14073e+17 1.40597e+21
0.658333 -9.84668e+17 1.24127e+21
0.666667 -1.24089e+18 1.07756e+21
0.675 -1.47744e+18 9.23166e+20
0.683333 -1.69151e+18 7.82532e+20
0.691667 -1.88201e+18 6.5754e+20
0.7 -2.04899e+18 5.4847e+20
0.708333 -2.19323e+18 4.54638e+20
0.716667 -2.31598e+18 3.74825e+20
0.725 -2.41875e+18 3.07564e+20
0.733333 -2.5032e+18 2.51315e+20
0.741667 -2.57102e+18 2.04581e+20
0.75 -2.62388e+18 1.65969e+20
0.758333 -2.6634e+18 1.34222e+20
0.766667 -2.6911e+18 1.08229e+20
0.775 -2.70841e+18 8.70265e+19
0.783333 -2.71667e+18 6.97898e+19
0.791667 -2.71707e+18 5.58189e+19
0.8 -2.71074e+18 4.45256e+19
0.808333 -2.69867e+18 3.54194e+19
0.816667 -2.68178e+18 2.80933e+19
0.825 -2.66088e+18 2.22117e+19
0.833333 -2.63669e+18 1.74991e+19
0.841667 -2.60988e+18 1.37301e+19
0.85 -2.58103e+18 1.07212e+19
0.858333 -2.55065e+18 8.32316e+18
0.866667 -2.51921e+18 6.41525e+18
0.875 -2.4871e+18 4.89993e+18
0.883333 -2.45469e+18 3.69861e+18
0.891667 -2.42231e+18 2.74813e+18
0.9 -2.39021e+18 1.99784e+18
0.908333 -2.35866e+18 1.40725e+18
0.916667 -2.32786e+18 9.44058e+17
0.925 -2.29799e+18 5.82599e+17
0.933333 -2.26922e+18 3.0258e+17
0.941667 -2.24166e+18 8.80625e+16
0.95 -2.21543e+18 -7.33459e+16
0.958333 -2.1906e+18 -1.91121e+17
0.966667 -2.16723e+18 -2.72312e+17
0.975 -2.14538e+18 -3.21916e+17
0.983333 -1.0723e+18 -1.67857e+17
0.991667 0 0
