-0.00833333 0 0 0
0 -937064 -0.0365841 -0.0365339
0.00833333 -1.93931e+06 -0.0726864 -0.0725826
0.0166667 -2.42796e+06 -0.107791 -0.107661
0.025 -3.0855e+06 -0.141449 -0.141283
0.0333333 -3.30915e+06 -0.173142 -0.172965
0.0416667 -3.76297e+06 -0.202419 -0.202218
0.05 -3.82995e+06 -0.228757 -0.228552
0.0583333 -4.16333e+06 -0.251697 -0.251474
0.0666667 -4.13769e+06 -0.270701 -0.27048
0.075 -4.39986e+06 -0.285291 -0.285055
0.0833333 -4.31951e+06 -0.294903 -0.294672
0.0916667 -4.53962e+06 -0.299022 -0.298779
0.1 -4.42694e+06 -0.297039 -0.296802
0.108333 -4.62217e+06 -0.288382 -0.288135
0.116667 -4.49039e+06 -0.272373 -0.272133
0.125 -4.67094e+06 -0.248358 -0.248108
0.133333 -4.52785e+06 -0.21556 -0.215318
0.141667 -4.69968e+06 -0.173214 -0.172962
0.15 -4.54979e+06 -0.120415 -0.120172
0.158333 -4.71635e+06 -0.0562531 -0.0560005
0.166667 -4.56228e+06 0.0203407 0.020585
0.175 -4.72554e+06 0.110461 0.110714
0.183333 -4.56879e+06 0.215379 0.215624
0.191667 -4.72982e+06 0.336414 0.336667
0.2 -4.57112e+06 0.475085 0.475329
0.208333 -4.73037e+06 0.632983 0.633236
0.216667 -4.56994e+06 0.811924 0.812168
0.225 -4.72738e+06 1.01382 1.01408
0.233333 -4.56496e+06 1.24085 1.2411
0.241667 -4.72006e+06 1.4953 1.49556
0.25 -4.5548e+06 1.77976 1.78001
0.258333 -4.70634e+06 2.09698 2.09723
0.266667 -4.53657e+06 2.45002 2.45026
0.275 -4.68234e+06 2.84215 2.8424
0.283333 -4.50512e+06 3.277 3.27724
0.291667 -4.64126e+06 3.75845 3.75869
0.3 -4.45156e+06 4.29076 4.29099
0.308333 -4.57148e+06 4.8785 4.87874
0.316667 -4.36071e+06 5.52669 5.52693
0.325 -4.45325e+06 6.2407 6.24093
0.333333 -4.20687e+06 7.02637 7.0266
0.341667 -4.2531e+06 7.88998 7.89021
0.35 -3.94648e+06 8.83835 8.83856
0.358333 -3.91438e+06 9.87875 9.87896
0.366667 -3.50586e+06 11.0191 11.0193
0.375 -3.34122e+06 12.2678 12.268
0.383333 -2.76029e+06 13.634 13.6341
0.391667 -2.37136e+06 15.1274 15.1275
0.4 -1.82302e+06 16.7584 16.7585
0.408333 -1.40148e+06 18.5382 18.5383
0.416667 -1.0774e+06 20.4788 20.4788
0.425 -828266 22.5928 22.5928
0.433333 -636737 24.8938 24.8938
0.441667 -489495 27.3963 27.3963
0.45 -376299 30.1157 30.1157
0.458333 -289276 33.0683 33.0684
0.466667 -222376 36.2715 36.2715
0.475 -170943 39.7436 39.7436
0.483333 -131403 43.504 43.504
0.491667 -101004 47.5733 47.5733
0.5 -77633.2 51.9732 51.9733
0.508333 -59665.2 56.7266 56.7266
0.516667 -45850.4 61.8575 61.8575
0.525 -35228.5 67.3913 67.3913
0.533333 -27061 73.3545 73.3545
0.541667 -20780.2 79.7751 79.7751
0.55 -15949.8 86.6822 86.6822
0.558333 -12234.3 94.1063 94.1063
0.566667 -9375.61 102.079 102.079
0.575 -7175.54 110.635 110.635
0.583333 -5481.6 119.807 119.807
0.591667 -4176.58 129.632 129.632
0.6 -3170.37 140.147 140.147
0.608333 -2393.67 151.391 151.391
0.616667 -1793.2 163.405 163.405
0.625 -1327.99 176.228 176.228
0.633333 -966.535 189.905 189.905
0.641667 -684.604 204.48 204.48
0.65 -463.553 219.997 219.997
0.658333 -289.04 236.503 236.503
0.666667 -150.028 254.046 254.046
0.675 -38.0185 272.674 272.674
0.683333 53.533 292.438 292.438
0.691667 129.671 313.387 313.387
0.7 194.284 335.575 335.575
0.708333 250.378 359.052 359.052
0.716667 300.273 383.873 383.873
0.725 345.768 410.09 410.09
0.733333 388.257 437.759 437.759
0.741667 428.825 466.934 466.934
0.75 468.32 497.67 497.67
0.758333 507.406 530.021 530.021
0.766667 546.607 564.043 564.043
0.775 586.336 599.791 599.791
0.783333 626.926 637.319 637.319
0.791667 668.644 676.682 676.682
0.8 711.706 717.933 717.933
0.808333 756.292 761.125 761.125
0.816667 802.55 806.311 806.311
0.825 850.605 853.542 853.542
0.833333 900.565 902.866 902.866
0.841667 952.522 954.334 954.334
0.85 1006.56 1007.99 1007.99
0.858333 1062.74 1063.89 1063.89
0.866667 1121.14 1122.06 1122.06
0.875 1181.81 1182.55 1182.55
0.883333 1244.79 1245.41 1245.41
0.891667 1310.15 1310.66 1310.66
0.9 1377.92 1378.35 1378.35
0.908333 1448.13 1448.5 1448.5
0.916667 1520.83 1521.15 1521.15
0.925 1596.04 1596.32 1596.32
0.933333 1673.79 1674.04 1674.04
0.941667 1754.1 1754.33 1754.33
0.95 1837 1837.21 1837.21
0.958333 1922.5 1922.7 1922.7
0.966667 2010.61 2010.8 2010.8
0.975 2101.34 2101.53 2101.53
0.983333 1098.01 1098.11 1098.11
0.991667 0 0 0
