-0.00833333 0 0 0 0
0 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.00833333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0166667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.025 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0333333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0416667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.05 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0583333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0666667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.075 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0833333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.0916667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.1 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.108333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.116667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.125 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.133333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.141667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.15 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.158333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.166667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.175 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.183333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.191667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.2 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.208333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.216667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.225 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.233333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.241667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.25 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.258333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.266667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.275 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.283333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.291667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.3 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.308333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.316667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.325 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.333333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.341667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.35 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.358333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.366667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.375 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.383333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.391667 0 0 0 0
