0.591667 0 0 0 0
0.6 -5.37397e+16 -1.45353e+17 1.93839e+17 7.49898e+20
0.608333 -1.07018e+17 -2.90269e+17 3.05958e+17 1.35253e+21
0.616667 -1.59403e+17 -4.34535e+17 2.40827e+17 1.63657e+21
0.625 -2.10337e+17 -5.75931e+17 6.62698e+16 1.71708e+21
0.633333 -2.59325e+17 -7.12629e+17 -1.7073e+17 1.67294e+21
0.641667 -3.05946e+17 -8.43142e+17 -4.38042e+17 1.55746e+21
0.65 -3.49849e+17 -9.66294e+17 -7.14073e+17 1.40597e+21
0.658333 -3.9076e+17 -1.08119e+18 -9.84668e+17 1.24127e+21
0.666667 -4.28478e+17 -1.18718e+18 -1.24089e+18 1.07756e+21
0.675 -4.62873e+17 -1.28387e+18 -1.47744e+18 9.23166e+20
0.683333 -4.9388e+17 -1.37104e+18 -1.69151e+18 7.82532e+20
0.691667 -5.21494e+17 -1.44867e+18 -1.88201e+18 6.5754e+20
0.7 -5.45763e+17 -1.5169e+18 -2.04899e+18 5.4847e+20
0.708333 -5.66778e+17 -1.57597e+18 -2.19323e+18 4.54638e+20
0.716667 -5.84667e+17 -1.62625e+18 -2.31598e+18 3.74825e+20
0.725 -5.99588e+17 -1.6682e+18 -2.41875e+18 3.07564e+20
0.733333 -6.11721e+17 -1.70231e+18 -2.5032e+18 2.51315e+20
0.741667 -6.21259e+17 -1.72915e+18 -2.57102e+18 2.04581e+20
0.75 -6.28406e+17 -1.74928e+18 -2.62388e+18 1.65969e+20
0.758333 -6.33371e+17 -1.76329e+18 -2.6634e+18 1.34222e+20
0.766667 -6.3636e+17 -1.77176e+18 -2.6911e+18 1.08229e+20
0.775 -6.37577e+17 -1.77528e+18 -2.70841e+18 8.70265e+19
0.783333 -6.37221e+17 -1.77438e+18 -2.71667e+18 6.97898e+19
0.791667 -6.3548e+17 -1.76961e+18 -2.71707e+18 5.58189e+19
0.8 -6.32532e+17 -1.76147e+18 -2.71074e+18 4.45256e+19
0.808333 -6.28547e+17 -1.75042e+18 -2.69867e+18 3.54194e+19
0.816667 -6.23679e+17 -1.73691e+18 -2.68178e+18 2.80933e+19
0.825 -6.18074e+17 -1.72133e+18 -2.66088e+18 2.22117e+19
0.833333 -6.11865e+17 -1.70406e+18 -2.63669e+18 1.74991e+19
0.841667 -6.05172e+17 -1.68544e+18 -2.60988e+18 1.37301e+19
0.85 -5.98106e+17 -1.66578e+18 -2.58103e+18 1.07212e+19
0.858333 -5.90768e+17 -1.64536e+18 -2.55065e+18 8.32316e+18
0.866667 -5.83247e+17 -1.62442e+18 -2.51921e+18 6.41525e+18
0.875 -5.75626e+17 -1.6032e+18 -2.4871e+18 4.89993e+18
0.883333 -5.67976e+17 -1.5819e+18 -2.45469e+18 3.69861e+18
0.891667 -5.60364e+17 -1.56071e+18 -2.42231e+18 2.74813e+18
0.9 -5.52845e+17 -1.53977e+18 -2.39021e+18 1.99784e+18
0.908333 -5.45473e+17 -1.51924e+18 -2.35866e+18 1.40725e+18
0.916667 -5.38291e+17 -1.49924e+18 -2.32786e+18 9.44058e+17
0.925 -5.31339e+17 -1.47988e+18 -2.29799e+18 5.82599e+17
0.933333 -5.24649e+17 -1.46125e+18 -2.26922e+18 3.0258e+17
0.941667 -5.1825e+17 -1.44343e+18 -2.24166e+18 8.80625e+16
0.95 -5.12163e+17 -1.42648e+18 -2.21543e+18 -7.33459e+16
0.958333 -5.06407e+17 -1.41044e+18 -2.1906e+18 -1.91121e+17
0.966667 -5.00993e+17 -1.39536e+18 -2.16723e+18 -2.72312e+17
0.975 -4.95935e+17 -1.38128e+18 -2.14538e+18 -3.21916e+17
0.983333 -2.47875e+17 -6.90382e+17 -1.0723e+18 -1.67857e+17
0.991667 0 0 0 0
