0.516667 -22159.6 25.6902 0
0.525 -17027.4 27.9904 0
0.533333 -13081.2 30.4692 0
0.541667 -10046.7 33.1384 0
0.55 -7713.05 36.01 0
0.558333 -5918.15 39.0967 0
0.566667 -4537.34 42.4119 0
0.575 -3474.82 45.9694 0
0.583333 -2656.9 49.7837 0
0.591667 -2026.96 53.8696 0
0.6 -1541.45 58.2429 -1.17875e+26
0.608333 -1166.9 62.9196 -9.06362e+25
0.616667 -877.549 67.9165 -6.96918e+25
0.625 -653.616 73.2508 -5.35873e+25
0.633333 -479.875 78.9404 -4.12043e+25
0.641667 -344.62 85.0036 -3.16827e+25
0.65 -238.847 91.4593 -2.43614e+25
0.658333 -155.628 98.3269 -1.87319e+25
0.666667 -89.6321 105.626 -1.44033e+25
0.675 -36.7572 113.378 -1.1075e+25
0.683333 6.15636 121.602 -8.51575e+24
0.691667 41.5425 130.32 -6.54792e+24
0.7 71.2777 139.554 -5.03481e+24
0.708333 96.8097 149.325 -3.87136e+24
0.716667 119.257 159.656 -2.97676e+24
0.725 139.485 170.569 -2.28888e+24
0.733333 158.163 182.086 -1.75997e+24
0.741667 175.814 194.231 -1.35327e+24
0.75 192.842 207.026 -1.04055e+24
0.758333 209.564 220.494 -8.00101e+23
0.766667 226.231 234.658 -6.15213e+23
0.775 243.038 249.542 -4.73049e+23
0.783333 260.143 265.167 -3.63736e+23
0.791667 277.671 281.557 -2.79684e+23
0.8 295.723 298.734 -2.15055e+23
0.808333 314.383 316.72 -1.65361e+23
0.816667 333.717 335.537 -1.2715e+23
0.825 353.785 355.206 -9.77694e+22
0.833333 374.634 375.748 -7.51786e+22
0.841667 396.305 397.183 -5.78087e+22
0.85 418.835 419.531 -4.44534e+22
0.858333 442.255 442.811 -3.41851e+22
0.866667 466.594 467.041 -2.62909e+22
0.875 491.875 492.238 -2.02225e+22
0.883333 518.121 518.42 -1.55585e+22
0.891667 545.352 545.601 -1.19749e+22
0.9 573.587 573.797 -9.22283e+21
0.908333 602.841 603.021 -7.11128e+21
0.916667 633.129 633.286 -5.49356e+21
0.925 664.463 664.603 -4.25733e+21
0.933333 696.856 696.982 -3.31672e+21
0.941667 730.318 730.433 -2.60643e+21
0.95 764.856 764.963 -2.07712e+21
0.958333 800.478 800.579 -1.69204e+21
0.966667 837.189 837.287 -1.42443e+21
0.975 874.995 875.09 -1.25573e+21
0.983333 913.897 913.99 -1.1742e+21
0.991667 0 0 0
