0.591667 0 0 0 0
0.6 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.608333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.616667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.625 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.633333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.641667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.65 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.658333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.666667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.675 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.683333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.691667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.7 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.708333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.716667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.725 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.733333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.741667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.75 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.758333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.766667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.775 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.783333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.791667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.8 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.808333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.816667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.825 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.833333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.841667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.85 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.858333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.866667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.875 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.883333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.891667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.9 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.908333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.916667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.925 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.933333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.941667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.95 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.958333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.966667 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.975 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.983333 -nan(ind) -nan(ind) -nan(ind) -nan(ind)
0.991667 0 0 0 0
